date,state,orgs,category,type,species,age,count
2016,DE,12,gross live outcomes,transfer to another agency,cats,adult,29
2016,DE,12,gross live outcomes,transfer to another agency,cats,up to 5mo,5
2016,DE,12,gross live outcomes,transfer to another agency,cats,unknown,54
2016,DE,12,gross live outcomes,return to field,cats,adult,607
2016,DE,12,gross live outcomes,return to field,cats,up to 5mo,9
2016,DE,12,gross live outcomes,return to field,cats,unknown,1506
2016,DE,12,gross live outcomes,other live outcome,cats,adult,8
2016,DE,12,gross live outcomes,other live outcome,cats,up to 5mo,0
2016,DE,12,gross live outcomes,other live outcome,cats,unknown,321
2016,DE,12,other outcomes,died in care,dogs,adult,5
2016,DE,12,other outcomes,died in care,dogs,up to 5mo,2
2016,DE,12,other outcomes,died in care,dogs,unknown,19
2016,DE,12,other outcomes,lost in care,dogs,adult,0
2016,DE,12,other outcomes,lost in care,dogs,up to 5mo,0
2016,DE,12,other outcomes,lost in care,dogs,unknown,2
2016,DE,12,other outcomes,shelter euthanasia,dogs,adult,28
2016,DE,12,other outcomes,shelter euthanasia,dogs,up to 5mo,8
2016,DE,12,other outcomes,shelter euthanasia,dogs,unknown,220
2016,DE,12,other outcomes,owner-intended euthanasia,dogs,adult,24
2016,DE,12,other outcomes,owner-intended euthanasia,dogs,up to 5mo,0
2016,DE,12,other outcomes,owner-intended euthanasia,dogs,unknown,0
2016,DE,12,other outcomes,died in care,cats,adult,23
2016,DE,12,other outcomes,died in care,cats,up to 5mo,67
2016,DE,12,other outcomes,died in care,cats,unknown,34
2016,DE,12,other outcomes,lost in care,cats,adult,0
2016,DE,12,other outcomes,lost in care,cats,up to 5mo,0
2016,DE,12,other outcomes,lost in care,cats,unknown,0
2016,DE,12,other outcomes,shelter euthanasia,cats,adult,65
2016,DE,12,other outcomes,shelter euthanasia,cats,up to 5mo,25
2016,DE,12,other outcomes,shelter euthanasia,cats,unknown,168
2016,DE,12,other outcomes,owner-intended euthanasia,cats,adult,19
2016,DE,12,other outcomes,owner-intended euthanasia,cats,up to 5mo,0
2016,DE,12,other outcomes,owner-intended euthanasia,cats,unknown,0
2016,FL,219,gross intakes,stray/at large,dogs,adult,37368
2016,FL,219,gross intakes,stray/at large,dogs,up to 5mo,6481
2016,FL,219,gross intakes,stray/at large,dogs,unknown,14493
2016,FL,219,gross intakes,relinquished by owner,dogs,adult,22782
2016,FL,219,gross intakes,relinquished by owner,dogs,up to 5mo,4538
2016,FL,219,gross intakes,relinquished by owner,dogs,unknown,4355
2016,FL,219,gross intakes,transfer in from agency,dogs,adult,11362
2016,FL,219,gross intakes,transfer in from agency,dogs,up to 5mo,5569
2016,FL,219,gross intakes,transfer in from agency,dogs,unknown,2688
2016,FL,219,gross intakes,other intakes,dogs,adult,4600
2016,FL,219,gross intakes,other intakes,dogs,up to 5mo,1152
2016,FL,219,gross intakes,other intakes,dogs,unknown,1941
2016,FL,219,gross intakes,owner-intended euthanasia,dogs,adult,4601
2016,FL,219,gross intakes,owner-intended euthanasia,dogs,up to 5mo,52
2016,FL,219,gross intakes,owner-intended euthanasia,dogs,unknown,1126
2016,FL,219,gross intakes,stray/at large,cats,adult,29091
2016,FL,219,gross intakes,stray/at large,cats,up to 5mo,33477
2016,FL,219,gross intakes,stray/at large,cats,unknown,21164
2016,FL,219,gross intakes,relinquished by owner,cats,adult,13886
2016,FL,219,gross intakes,relinquished by owner,cats,up to 5mo,9725
2016,FL,219,gross intakes,relinquished by owner,cats,unknown,4790
2016,FL,219,gross intakes,transfer in from agency,cats,adult,3905
2016,FL,219,gross intakes,transfer in from agency,cats,up to 5mo,4056
2016,FL,219,gross intakes,transfer in from agency,cats,unknown,1989
2016,FL,219,gross intakes,other intakes,cats,adult,1968
2016,FL,219,gross intakes,other intakes,cats,up to 5mo,1637
2016,FL,219,gross intakes,other intakes,cats,unknown,1341
2016,FL,219,gross intakes,owner-intended euthanasia,cats,adult,2013
2016,FL,219,gross intakes,owner-intended euthanasia,cats,up to 5mo,525
2016,FL,219,gross intakes,owner-intended euthanasia,cats,unknown,700
2016,FL,219,gross live outcomes,adoption,dogs,adult,49145
2016,FL,219,gross live outcomes,adoption,dogs,up to 5mo,14273
2016,FL,219,gross live outcomes,adoption,dogs,unknown,9968
2016,FL,219,gross live outcomes,return to owner,dogs,adult,10337
2016,FL,219,gross live outcomes,return to owner,dogs,up to 5mo,314
2016,FL,219,gross live outcomes,return to owner,dogs,unknown,5109
2016,FL,219,gross live outcomes,transfer to another agency,dogs,adult,10000
2016,FL,219,gross live outcomes,transfer to another agency,dogs,up to 5mo,2122
2016,FL,219,gross live outcomes,transfer to another agency,dogs,unknown,3807
2016,FL,219,gross live outcomes,return to field,dogs,adult,46
2016,FL,219,gross live outcomes,return to field,dogs,up to 5mo,0
2016,FL,219,gross live outcomes,return to field,dogs,unknown,3
2016,FL,219,gross live outcomes,other live outcome,dogs,adult,608
2016,FL,219,gross live outcomes,other live outcome,dogs,up to 5mo,180
2016,FL,219,gross live outcomes,other live outcome,dogs,unknown,244
2016,FL,219,gross live outcomes,adoption,cats,adult,23047
2016,FL,219,gross live outcomes,adoption,cats,up to 5mo,31583
2016,FL,219,gross live outcomes,adoption,cats,unknown,11250
2016,FL,219,gross live outcomes,return to owner,cats,adult,1284
2016,FL,219,gross live outcomes,return to owner,cats,up to 5mo,260
2016,FL,219,gross live outcomes,return to owner,cats,unknown,522
2016,FL,219,gross live outcomes,transfer to another agency,cats,adult,5398
2016,FL,219,gross live outcomes,transfer to another agency,cats,up to 5mo,5647
2016,FL,219,gross live outcomes,transfer to another agency,cats,unknown,3382
2016,FL,219,gross live outcomes,return to field,cats,adult,11993
2016,FL,219,gross live outcomes,return to field,cats,up to 5mo,1739
2016,FL,219,gross live outcomes,return to field,cats,unknown,4204
2016,FL,219,gross live outcomes,other live outcome,cats,adult,324
2016,FL,219,gross live outcomes,other live outcome,cats,up to 5mo,452
2016,FL,219,gross live outcomes,other live outcome,cats,unknown,1089
2016,FL,219,other outcomes,died in care,dogs,adult,416
2016,FL,219,other outcomes,died in care,dogs,up to 5mo,316
2016,FL,219,other outcomes,died in care,dogs,unknown,166
2016,FL,219,other outcomes,lost in care,dogs,adult,85
2016,FL,219,other outcomes,lost in care,dogs,up to 5mo,7
2016,FL,219,other outcomes,lost in care,dogs,unknown,25
2016,FL,219,other outcomes,shelter euthanasia,dogs,adult,6006
2016,FL,219,other outcomes,shelter euthanasia,dogs,up to 5mo,300
2016,FL,219,other outcomes,shelter euthanasia,dogs,unknown,3562
2016,FL,219,other outcomes,owner-intended euthanasia,dogs,adult,4550
2016,FL,219,other outcomes,owner-intended euthanasia,dogs,up to 5mo,45
2016,FL,219,other outcomes,owner-intended euthanasia,dogs,unknown,1276
2016,FL,219,other outcomes,died in care,cats,adult,550
2016,FL,219,other outcomes,died in care,cats,up to 5mo,2166
2016,FL,219,other outcomes,died in care,cats,unknown,921
2016,FL,219,other outcomes,lost in care,cats,adult,133
2016,FL,219,other outcomes,lost in care,cats,up to 5mo,71
2016,FL,219,other outcomes,lost in care,cats,unknown,109
2016,FL,219,other outcomes,shelter euthanasia,cats,adult,7867
2016,FL,219,other outcomes,shelter euthanasia,cats,up to 5mo,5975
2016,FL,219,other outcomes,shelter euthanasia,cats,unknown,8724
2016,FL,219,other outcomes,owner-intended euthanasia,cats,adult,1954
2016,FL,219,other outcomes,owner-intended euthanasia,cats,up to 5mo,530
2016,FL,219,other outcomes,owner-intended euthanasia,cats,unknown,720
2016,GA,144,gross intakes,stray/at large,dogs,adult,13961
2016,GA,144,gross intakes,stray/at large,dogs,up to 5mo,4533
2016,GA,144,gross intakes,stray/at large,dogs,unknown,3917
2016,GA,144,gross intakes,relinquished by owner,dogs,adult,9088
2016,GA,144,gross intakes,relinquished by owner,dogs,up to 5mo,5224
2016,GA,144,gross intakes,relinquished by owner,dogs,unknown,1474
2016,GA,144,gross intakes,transfer in from agency,dogs,adult,6980
2016,GA,144,gross intakes,transfer in from agency,dogs,up to 5mo,6130
2016,GA,144,gross intakes,transfer in from agency,dogs,unknown,265
2016,GA,144,gross intakes,other intakes,dogs,adult,5466
2016,GA,144,gross intakes,other intakes,dogs,up to 5mo,1661
2016,GA,144,gross intakes,other intakes,dogs,unknown,370
2016,GA,144,gross intakes,owner-intended euthanasia,dogs,adult,371
2016,GA,144,gross intakes,owner-intended euthanasia,dogs,up to 5mo,10
2016,GA,144,gross intakes,owner-intended euthanasia,dogs,unknown,288
2016,GA,144,gross intakes,stray/at large,cats,adult,5435
2016,GA,144,gross intakes,stray/at large,cats,up to 5mo,6995
2016,GA,144,gross intakes,stray/at large,cats,unknown,2893
2016,GA,144,gross intakes,relinquished by owner,cats,adult,4376
2016,GA,144,gross intakes,relinquished by owner,cats,up to 5mo,4809
2016,GA,144,gross intakes,relinquished by owner,cats,unknown,871
2016,GA,144,gross intakes,transfer in from agency,cats,adult,2608
2016,GA,144,gross intakes,transfer in from agency,cats,up to 5mo,4406
2016,GA,144,gross intakes,transfer in from agency,cats,unknown,207
2016,GA,144,gross intakes,other intakes,cats,adult,1585
2016,GA,144,gross intakes,other intakes,cats,up to 5mo,1306
2016,GA,144,gross intakes,other intakes,cats,unknown,210
2016,GA,144,gross intakes,owner-intended euthanasia,cats,adult,489
2016,GA,144,gross intakes,owner-intended euthanasia,cats,up to 5mo,216
2016,GA,144,gross intakes,owner-intended euthanasia,cats,unknown,80
2016,GA,144,gross live outcomes,adoption,dogs,adult,19603
2016,GA,144,gross live outcomes,adoption,dogs,up to 5mo,11657
2016,GA,144,gross live outcomes,adoption,dogs,unknown,1400
2016,GA,144,gross live outcomes,return to owner,dogs,adult,3880
2016,GA,144,gross live outcomes,return to owner,dogs,up to 5mo,271
2016,GA,144,gross live outcomes,return to owner,dogs,unknown,1134
2016,GA,144,gross live outcomes,transfer to another agency,dogs,adult,7714
2016,GA,144,gross live outcomes,transfer to another agency,dogs,up to 5mo,4993
2016,GA,144,gross live outcomes,transfer to another agency,dogs,unknown,2168
2016,GA,144,gross live outcomes,return to field,dogs,adult,1
2016,GA,144,gross live outcomes,return to field,dogs,up to 5mo,0
2016,GA,144,gross live outcomes,return to field,dogs,unknown,1
2016,GA,144,gross live outcomes,other live outcome,dogs,adult,106
2016,GA,144,gross live outcomes,other live outcome,dogs,up to 5mo,28
2016,GA,144,gross live outcomes,other live outcome,dogs,unknown,151
2016,GA,144,gross live outcomes,adoption,cats,adult,8636
2016,GA,144,gross live outcomes,adoption,cats,up to 5mo,11407
2016,GA,144,gross live outcomes,adoption,cats,unknown,616
2016,GA,144,gross live outcomes,return to owner,cats,adult,338
2016,GA,144,gross live outcomes,return to owner,cats,up to 5mo,78
2016,GA,144,gross live outcomes,return to owner,cats,unknown,84
2016,GA,144,gross live outcomes,transfer to another agency,cats,adult,1863
2016,GA,144,gross live outcomes,transfer to another agency,cats,up to 5mo,2210
2016,GA,144,gross live outcomes,transfer to another agency,cats,unknown,1343
2016,GA,144,gross live outcomes,return to field,cats,adult,1337
2016,GA,144,gross live outcomes,return to field,cats,up to 5mo,241
2016,GA,144,gross live outcomes,return to field,cats,unknown,314
2016,GA,144,gross live outcomes,other live outcome,cats,adult,214
2016,GA,144,gross live outcomes,other live outcome,cats,up to 5mo,54
2016,GA,144,gross live outcomes,other live outcome,cats,unknown,216
2016,GA,144,other outcomes,died in care,dogs,adult,355
2016,GA,144,other outcomes,died in care,dogs,up to 5mo,300
2016,GA,144,other outcomes,died in care,dogs,unknown,59
2016,GA,144,other outcomes,lost in care,dogs,adult,37
2016,GA,144,other outcomes,lost in care,dogs,up to 5mo,4
2016,GA,144,other outcomes,lost in care,dogs,unknown,7
2016,GA,144,other outcomes,shelter euthanasia,dogs,adult,3481
2016,GA,144,other outcomes,shelter euthanasia,dogs,up to 5mo,336
2016,GA,144,other outcomes,shelter euthanasia,dogs,unknown,1434
2016,GA,144,other outcomes,owner-intended euthanasia,dogs,adult,283
2016,GA,144,other outcomes,owner-intended euthanasia,dogs,up to 5mo,3
2016,GA,144,other outcomes,owner-intended euthanasia,dogs,unknown,251
2016,GA,144,other outcomes,died in care,cats,adult,209
2016,GA,144,other outcomes,died in care,cats,up to 5mo,1193
2016,GA,144,other outcomes,died in care,cats,unknown,113
2016,GA,144,other outcomes,lost in care,cats,adult,29
2016,GA,144,other outcomes,lost in care,cats,up to 5mo,15
2016,GA,144,other outcomes,lost in care,cats,unknown,32
2016,GA,144,other outcomes,shelter euthanasia,cats,adult,2263
2016,GA,144,other outcomes,shelter euthanasia,cats,up to 5mo,1973
2016,GA,144,other outcomes,shelter euthanasia,cats,unknown,1863
2016,GA,144,other outcomes,owner-intended euthanasia,cats,adult,181
2016,GA,144,other outcomes,owner-intended euthanasia,cats,up to 5mo,41
2016,GA,144,other outcomes,owner-intended euthanasia,cats,unknown,41
2016,HI,5,gross intakes,stray/at large,dogs,adult,4204
2016,HI,5,gross intakes,stray/at large,dogs,up to 5mo,291
2016,HI,5,gross intakes,stray/at large,dogs,unknown,345
2016,HI,5,gross intakes,relinquished by owner,dogs,adult,1684
2016,HI,5,gross intakes,relinquished by owner,dogs,up to 5mo,174
2016,HI,5,gross intakes,relinquished by owner,dogs,unknown,42
2016,HI,5,gross intakes,transfer in from agency,dogs,adult,24
2016,HI,5,gross intakes,transfer in from agency,dogs,up to 5mo,2
2016,HI,5,gross intakes,transfer in from agency,dogs,unknown,0
2016,HI,5,gross intakes,other intakes,dogs,adult,34
2016,HI,5,gross intakes,other intakes,dogs,up to 5mo,5
2016,HI,5,gross intakes,other intakes,dogs,unknown,18
2016,HI,5,gross intakes,owner-intended euthanasia,dogs,adult,397
2016,HI,5,gross intakes,owner-intended euthanasia,dogs,up to 5mo,4
2016,HI,5,gross intakes,owner-intended euthanasia,dogs,unknown,59
2016,HI,5,gross intakes,stray/at large,cats,adult,4989
2016,HI,5,gross intakes,stray/at large,cats,up to 5mo,1868
2016,HI,5,gross intakes,stray/at large,cats,unknown,2610
2016,HI,5,gross intakes,relinquished by owner,cats,adult,767
2016,HI,5,gross intakes,relinquished by owner,cats,up to 5mo,291
2016,HI,5,gross intakes,relinquished by owner,cats,unknown,159
2016,HI,5,gross intakes,transfer in from agency,cats,adult,6
2016,HI,5,gross intakes,transfer in from agency,cats,up to 5mo,7
2016,HI,5,gross intakes,transfer in from agency,cats,unknown,0
2016,HI,5,gross intakes,other intakes,cats,adult,1
2016,HI,5,gross intakes,other intakes,cats,up to 5mo,3
2016,HI,5,gross intakes,other intakes,cats,unknown,0
2016,HI,5,gross intakes,owner-intended euthanasia,cats,adult,105
2016,HI,5,gross intakes,owner-intended euthanasia,cats,up to 5mo,3
2016,HI,5,gross intakes,owner-intended euthanasia,cats,unknown,45
2016,HI,5,gross live outcomes,adoption,dogs,adult,2175
2016,HI,5,gross live outcomes,adoption,dogs,up to 5mo,305
2016,HI,5,gross live outcomes,adoption,dogs,unknown,5
2016,HI,5,gross live outcomes,return to owner,dogs,adult,1354
2016,HI,5,gross live outcomes,return to owner,dogs,up to 5mo,15
2016,HI,5,gross live outcomes,return to owner,dogs,unknown,256
2016,HI,5,gross live outcomes,transfer to another agency,dogs,adult,562
2016,HI,5,gross live outcomes,transfer to another agency,dogs,up to 5mo,119
2016,HI,5,gross live outcomes,transfer to another agency,dogs,unknown,11
2016,HI,5,gross live outcomes,return to field,dogs,adult,64
2016,HI,5,gross live outcomes,return to field,dogs,up to 5mo,0
2016,HI,5,gross live outcomes,return to field,dogs,unknown,0
2016,HI,5,gross live outcomes,other live outcome,dogs,adult,0
2016,HI,5,gross live outcomes,other live outcome,dogs,up to 5mo,0
2016,HI,5,gross live outcomes,other live outcome,dogs,unknown,0
2016,HI,5,gross live outcomes,adoption,cats,adult,1289
2016,HI,5,gross live outcomes,adoption,cats,up to 5mo,904
2016,HI,5,gross live outcomes,adoption,cats,unknown,3
2016,HI,5,gross live outcomes,return to owner,cats,adult,261
2016,HI,5,gross live outcomes,return to owner,cats,up to 5mo,27
2016,HI,5,gross live outcomes,return to owner,cats,unknown,288
2016,HI,5,gross live outcomes,transfer to another agency,cats,adult,76
2016,HI,5,gross live outcomes,transfer to another agency,cats,up to 5mo,386
2016,HI,5,gross live outcomes,transfer to another agency,cats,unknown,7
2016,HI,5,gross live outcomes,return to field,cats,adult,283
2016,HI,5,gross live outcomes,return to field,cats,up to 5mo,111
2016,HI,5,gross live outcomes,return to field,cats,unknown,195
2016,HI,5,gross live outcomes,other live outcome,cats,adult,136
2016,HI,5,gross live outcomes,other live outcome,cats,up to 5mo,18
2016,HI,5,gross live outcomes,other live outcome,cats,unknown,6
2016,HI,5,other outcomes,died in care,dogs,adult,20
2016,HI,5,other outcomes,died in care,dogs,up to 5mo,7
2016,HI,5,other outcomes,died in care,dogs,unknown,5
2016,HI,5,other outcomes,lost in care,dogs,adult,7
2016,HI,5,other outcomes,lost in care,dogs,up to 5mo,1
2016,HI,5,other outcomes,lost in care,dogs,unknown,6
2016,HI,5,other outcomes,shelter euthanasia,dogs,adult,1808
2016,HI,5,other outcomes,shelter euthanasia,dogs,up to 5mo,20
2016,HI,5,other outcomes,shelter euthanasia,dogs,unknown,122
2016,HI,5,other outcomes,owner-intended euthanasia,dogs,adult,397
2016,HI,5,other outcomes,owner-intended euthanasia,dogs,up to 5mo,4
2016,HI,5,other outcomes,owner-intended euthanasia,dogs,unknown,59
2016,HI,5,other outcomes,died in care,cats,adult,15
2016,HI,5,other outcomes,died in care,cats,up to 5mo,33
2016,HI,5,other outcomes,died in care,cats,unknown,16
2016,HI,5,other outcomes,lost in care,cats,adult,12
2016,HI,5,other outcomes,lost in care,cats,up to 5mo,6
2016,HI,5,other outcomes,lost in care,cats,unknown,3
2016,HI,5,other outcomes,shelter euthanasia,cats,adult,3511
2016,HI,5,other outcomes,shelter euthanasia,cats,up to 5mo,478
2016,HI,5,other outcomes,shelter euthanasia,cats,unknown,2363
2016,HI,5,other outcomes,owner-intended euthanasia,cats,adult,116
2016,HI,5,other outcomes,owner-intended euthanasia,cats,up to 5mo,11
2016,HI,5,other outcomes,owner-intended euthanasia,cats,unknown,44
2016,IA,31,gross intakes,stray/at large,dogs,adult,3306
2016,IA,31,gross intakes,stray/at large,dogs,up to 5mo,244
2016,IA,31,gross intakes,stray/at large,dogs,unknown,114
2016,IA,31,gross intakes,relinquished by owner,dogs,adult,2535
2016,IA,31,gross intakes,relinquished by owner,dogs,up to 5mo,256
2016,IA,31,gross intakes,relinquished by owner,dogs,unknown,4
2016,IA,31,gross intakes,transfer in from agency,dogs,adult,832
2016,IA,31,gross intakes,transfer in from agency,dogs,up to 5mo,646
2016,IA,31,gross intakes,transfer in from agency,dogs,unknown,3
2016,IA,31,gross intakes,other intakes,dogs,adult,1342
2016,IA,31,gross intakes,other intakes,dogs,up to 5mo,138
2016,IA,31,gross intakes,other intakes,dogs,unknown,0
2016,IA,31,gross intakes,owner-intended euthanasia,dogs,adult,636
2016,IA,31,gross intakes,owner-intended euthanasia,dogs,up to 5mo,3
2016,IA,31,gross intakes,owner-intended euthanasia,dogs,unknown,0
2016,IA,31,gross intakes,stray/at large,cats,adult,3478
2016,IA,31,gross intakes,stray/at large,cats,up to 5mo,2803
2016,IA,31,gross intakes,stray/at large,cats,unknown,175
2016,IA,31,gross intakes,relinquished by owner,cats,adult,2946
2016,IA,31,gross intakes,relinquished by owner,cats,up to 5mo,1367
2016,IA,31,gross intakes,relinquished by owner,cats,unknown,17
2016,IA,31,gross intakes,transfer in from agency,cats,adult,300
2016,IA,31,gross intakes,transfer in from agency,cats,up to 5mo,262
2016,IA,31,gross intakes,transfer in from agency,cats,unknown,36
2016,IA,31,gross intakes,other intakes,cats,adult,660
2016,IA,31,gross intakes,other intakes,cats,up to 5mo,523
2016,IA,31,gross intakes,other intakes,cats,unknown,17
2016,IA,31,gross intakes,owner-intended euthanasia,cats,adult,406
2016,IA,31,gross intakes,owner-intended euthanasia,cats,up to 5mo,26
2016,IA,31,gross intakes,owner-intended euthanasia,cats,unknown,0
2016,IA,31,gross live outcomes,adoption,dogs,adult,4383
2016,IA,31,gross live outcomes,adoption,dogs,up to 5mo,1035
2016,IA,31,gross live outcomes,adoption,dogs,unknown,12
2016,IA,31,gross live outcomes,return to owner,dogs,adult,2820
2016,IA,31,gross live outcomes,return to owner,dogs,up to 5mo,84
2016,IA,31,gross live outcomes,return to owner,dogs,unknown,98
2016,IA,31,gross live outcomes,transfer to another agency,dogs,adult,295
2016,IA,31,gross live outcomes,transfer to another agency,dogs,up to 5mo,42
2016,IA,31,gross live outcomes,transfer to another agency,dogs,unknown,5
2016,IA,31,gross live outcomes,return to field,dogs,adult,5
2016,IA,31,gross live outcomes,return to field,dogs,up to 5mo,0
2016,IA,31,gross live outcomes,return to field,dogs,unknown,0
2016,IA,31,gross live outcomes,other live outcome,dogs,adult,17
2016,IA,31,gross live outcomes,other live outcome,dogs,up to 5mo,1
2016,IA,31,gross live outcomes,other live outcome,dogs,unknown,0
2016,IA,31,gross live outcomes,adoption,cats,adult,5007
2016,IA,31,gross live outcomes,adoption,cats,up to 5mo,3776
2016,IA,31,gross live outcomes,adoption,cats,unknown,55
2016,IA,31,gross live outcomes,return to owner,cats,adult,520
2016,IA,31,gross live outcomes,return to owner,cats,up to 5mo,38
2016,IA,31,gross live outcomes,return to owner,cats,unknown,13
2016,IA,31,gross live outcomes,transfer to another agency,cats,adult,277
2016,IA,31,gross live outcomes,transfer to another agency,cats,up to 5mo,21
2016,IA,31,gross live outcomes,transfer to another agency,cats,unknown,17
2016,IA,31,gross live outcomes,return to field,cats,adult,5
2016,IA,31,gross live outcomes,return to field,cats,up to 5mo,3
2016,IA,31,gross live outcomes,return to field,cats,unknown,7
2016,IA,31,gross live outcomes,other live outcome,cats,adult,83
2016,IA,31,gross live outcomes,other live outcome,cats,up to 5mo,8
2016,IA,31,gross live outcomes,other live outcome,cats,unknown,0
2016,IA,31,other outcomes,died in care,dogs,adult,23
2016,IA,31,other outcomes,died in care,dogs,up to 5mo,20
2016,IA,31,other outcomes,died in care,dogs,unknown,2
2016,IA,31,other outcomes,lost in care,dogs,adult,1
2016,IA,31,other outcomes,lost in care,dogs,up to 5mo,0
2016,IA,31,other outcomes,lost in care,dogs,unknown,0
2016,IA,31,other outcomes,shelter euthanasia,dogs,adult,603
2016,IA,31,other outcomes,shelter euthanasia,dogs,up to 5mo,24
2016,IA,31,other outcomes,shelter euthanasia,dogs,unknown,7
2016,IA,31,other outcomes,owner-intended euthanasia,dogs,adult,623
2016,IA,31,other outcomes,owner-intended euthanasia,dogs,up to 5mo,5
2016,IA,31,other outcomes,owner-intended euthanasia,dogs,unknown,0
2016,IA,31,other outcomes,died in care,cats,adult,83
2016,IA,31,other outcomes,died in care,cats,up to 5mo,299
2016,IA,31,other outcomes,died in care,cats,unknown,10
2016,IA,31,other outcomes,lost in care,cats,adult,17
2016,IA,31,other outcomes,lost in care,cats,up to 5mo,4
2016,IA,31,other outcomes,lost in care,cats,unknown,0
2016,IA,31,other outcomes,shelter euthanasia,cats,adult,1341
2016,IA,31,other outcomes,shelter euthanasia,cats,up to 5mo,552
2016,IA,31,other outcomes,shelter euthanasia,cats,unknown,63
2016,IA,31,other outcomes,owner-intended euthanasia,cats,adult,401
2016,IA,31,other outcomes,owner-intended euthanasia,cats,up to 5mo,25
2016,IA,31,other outcomes,owner-intended euthanasia,cats,unknown,0
2016,ID,25,gross intakes,stray/at large,dogs,adult,5295
2016,ID,25,gross intakes,stray/at large,dogs,up to 5mo,382
2016,ID,25,gross intakes,stray/at large,dogs,unknown,702
2016,ID,25,gross intakes,relinquished by owner,dogs,adult,2703
2016,ID,25,gross intakes,relinquished by owner,dogs,up to 5mo,282
2016,ID,25,gross intakes,relinquished by owner,dogs,unknown,209
2016,ID,25,gross intakes,transfer in from agency,dogs,adult,2069
2016,ID,25,gross intakes,transfer in from agency,dogs,up to 5mo,311
2016,ID,25,gross intakes,transfer in from agency,dogs,unknown,30
2016,ID,25,gross intakes,other intakes,dogs,adult,551
2016,ID,25,gross intakes,other intakes,dogs,up to 5mo,80
2016,ID,25,gross intakes,other intakes,dogs,unknown,127
2016,ID,25,gross intakes,owner-intended euthanasia,dogs,adult,280
2016,ID,25,gross intakes,owner-intended euthanasia,dogs,up to 5mo,13
2016,ID,25,gross intakes,owner-intended euthanasia,dogs,unknown,20
2016,ID,25,gross intakes,stray/at large,cats,adult,4802
2016,ID,25,gross intakes,stray/at large,cats,up to 5mo,3933
2016,ID,25,gross intakes,stray/at large,cats,unknown,1985
2016,ID,25,gross intakes,relinquished by owner,cats,adult,2169
2016,ID,25,gross intakes,relinquished by owner,cats,up to 5mo,1083
2016,ID,25,gross intakes,relinquished by owner,cats,unknown,279
2016,ID,25,gross intakes,transfer in from agency,cats,adult,498
2016,ID,25,gross intakes,transfer in from agency,cats,up to 5mo,321
2016,ID,25,gross intakes,transfer in from agency,cats,unknown,1
2016,ID,25,gross intakes,other intakes,cats,adult,234
2016,ID,25,gross intakes,other intakes,cats,up to 5mo,458
2016,ID,25,gross intakes,other intakes,cats,unknown,62
2016,ID,25,gross intakes,owner-intended euthanasia,cats,adult,114
2016,ID,25,gross intakes,owner-intended euthanasia,cats,up to 5mo,9
2016,ID,25,gross intakes,owner-intended euthanasia,cats,unknown,21
2016,ID,25,gross live outcomes,adoption,dogs,adult,6135
2016,ID,25,gross live outcomes,adoption,dogs,up to 5mo,884
2016,ID,25,gross live outcomes,adoption,dogs,unknown,476
2016,ID,25,gross live outcomes,return to owner,dogs,adult,3594
2016,ID,25,gross live outcomes,return to owner,dogs,up to 5mo,86
2016,ID,25,gross live outcomes,return to owner,dogs,unknown,535
2016,ID,25,gross live outcomes,transfer to another agency,dogs,adult,558
2016,ID,25,gross live outcomes,transfer to another agency,dogs,up to 5mo,32
2016,ID,25,gross live outcomes,transfer to another agency,dogs,unknown,57
2016,ID,25,gross live outcomes,return to field,dogs,adult,6
2016,ID,25,gross live outcomes,return to field,dogs,up to 5mo,0
2016,ID,25,gross live outcomes,return to field,dogs,unknown,0
2016,ID,25,gross live outcomes,other live outcome,dogs,adult,21
2016,ID,25,gross live outcomes,other live outcome,dogs,up to 5mo,6
2016,ID,25,gross live outcomes,other live outcome,dogs,unknown,36
2016,ID,25,gross live outcomes,adoption,cats,adult,4361
2016,ID,25,gross live outcomes,adoption,cats,up to 5mo,3964
2016,ID,25,gross live outcomes,adoption,cats,unknown,255
2016,ID,25,gross live outcomes,return to owner,cats,adult,462
2016,ID,25,gross live outcomes,return to owner,cats,up to 5mo,40
2016,ID,25,gross live outcomes,return to owner,cats,unknown,58
2016,ID,25,gross live outcomes,transfer to another agency,cats,adult,381
2016,ID,25,gross live outcomes,transfer to another agency,cats,up to 5mo,413
2016,ID,25,gross live outcomes,transfer to another agency,cats,unknown,101
2016,ID,25,gross live outcomes,return to field,cats,adult,87
2016,ID,25,gross live outcomes,return to field,cats,up to 5mo,30
2016,ID,25,gross live outcomes,return to field,cats,unknown,5
2016,ID,25,gross live outcomes,other live outcome,cats,adult,31
2016,ID,25,gross live outcomes,other live outcome,cats,up to 5mo,31
2016,ID,25,gross live outcomes,other live outcome,cats,unknown,25
2016,ID,25,other outcomes,died in care,dogs,adult,23
2016,ID,25,other outcomes,died in care,dogs,up to 5mo,21
2016,ID,25,other outcomes,died in care,dogs,unknown,6
2016,ID,25,other outcomes,lost in care,dogs,adult,6
2016,ID,25,other outcomes,lost in care,dogs,up to 5mo,0
2016,ID,25,other outcomes,lost in care,dogs,unknown,1
2016,ID,25,other outcomes,shelter euthanasia,dogs,adult,576
2016,ID,25,other outcomes,shelter euthanasia,dogs,up to 5mo,13
2016,ID,25,other outcomes,shelter euthanasia,dogs,unknown,84
